gsm,title,tissue,disease
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050555,G31: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
GSM5050556,G32: Foot skin of Healthy non-diabetic subject,Foot skin,Non-diabetic
